REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,"18/09/2016 17:30:00",1188.94,51.13,TRADE
TAS1,"18/09/2016 18:00:00",1224.08,59.16,TRADE
TAS1,"18/09/2016 18:30:00",1264.61,73.33,TRADE
TAS1,"18/09/2016 19:00:00",1281.7,77.89,TRADE
TAS1,"18/09/2016 19:30:00",1251.27,63.08,TRADE
TAS1,"18/09/2016 20:00:00",1224.58,60.89,TRADE
TAS1,"18/09/2016 20:30:00",1208.29,60.92,TRADE
TAS1,"18/09/2016 21:00:00",1170.33,59.5,TRADE
TAS1,"18/09/2016 21:30:00",1150.43,59.99,TRADE
TAS1,"18/09/2016 22:00:00",1119.89,47.2,TRADE
TAS1,"18/09/2016 22:30:00",1077.13,74.38,TRADE
TAS1,"18/09/2016 23:00:00",1045.82,64.67,TRADE
TAS1,"18/09/2016 23:30:00",1015.69,47.7,TRADE
TAS1,"19/09/2016 00:00:00",996.47,82.3,TRADE
TAS1,"19/09/2016 00:30:00",992.3,60.06,TRADE
TAS1,"19/09/2016 01:00:00",971.2,34.91,TRADE
TAS1,"19/09/2016 01:30:00",956.85,16.75,TRADE
TAS1,"19/09/2016 02:00:00",961.22,14.28,TRADE
TAS1,"19/09/2016 02:30:00",972.92,14.17,TRADE
TAS1,"19/09/2016 03:00:00",963.76,30.47,TRADE
TAS1,"19/09/2016 03:30:00",975.77,31.81,TRADE
TAS1,"19/09/2016 04:00:00",986.33,31.23,TRADE
TAS1,"19/09/2016 04:30:00",1002.61,17.39,TRADE
TAS1,"19/09/2016 05:00:00",1018.5,14.48,TRADE
TAS1,"19/09/2016 05:30:00",1055.96,19.24,TRADE
TAS1,"19/09/2016 06:00:00",1107.71,39.36,TRADE
TAS1,"19/09/2016 06:30:00",1197.5,59.62,TRADE
TAS1,"19/09/2016 07:00:00",1288.35,66.68,TRADE
TAS1,"19/09/2016 07:30:00",1374.44,65.86,TRADE
TAS1,"19/09/2016 08:00:00",1408.33,78.26,TRADE
TAS1,"19/09/2016 08:30:00",1420.47,86.67,TRADE
TAS1,"19/09/2016 09:00:00",1375.37,83.84,TRADE
TAS1,"19/09/2016 09:30:00",1344.61,67.75,TRADE
TAS1,"19/09/2016 10:00:00",1279.73,64.82,TRADE
TAS1,"19/09/2016 10:30:00",1256.67,60.93,TRADE
TAS1,"19/09/2016 11:00:00",1218.26,54.2,TRADE
TAS1,"19/09/2016 11:30:00",1178.02,55.79,TRADE
TAS1,"19/09/2016 12:00:00",1156.39,51.15,TRADE
TAS1,"19/09/2016 12:30:00",1152.71,49.7,TRADE
TAS1,"19/09/2016 13:00:00",1135.61,44.46,TRADE
TAS1,"19/09/2016 13:30:00",1112.76,47.08,TRADE
TAS1,"19/09/2016 14:00:00",1114.82,34.51,TRADE
TAS1,"19/09/2016 14:30:00",1119.56,34.51,TRADE
TAS1,"19/09/2016 15:00:00",1123.31,34.51,TRADE
TAS1,"19/09/2016 15:30:00",1118.71,33.71,TRADE
TAS1,"19/09/2016 16:00:00",1123.98,35.41,TRADE
TAS1,"19/09/2016 16:30:00",1127.01,40.55,TRADE
TAS1,"19/09/2016 17:00:00",1170.65,64.98,TRADE
TAS1,"19/09/2016 17:30:00",1237.62,32.68,TRADE
TAS1,"19/09/2016 18:00:00",1271.74,64.3,TRADE
TAS1,"19/09/2016 18:30:00",1330.22,79.05,TRADE
TAS1,"19/09/2016 19:00:00",1358.98,88.92,TRADE
TAS1,"19/09/2016 19:30:00",1279.79,69.48,TRADE
TAS1,"19/09/2016 20:00:00",1265.69,71.63,TRADE
TAS1,"19/09/2016 20:30:00",1240.94,67.91,TRADE
TAS1,"19/09/2016 21:00:00",1236.52,66.83,TRADE
TAS1,"19/09/2016 21:30:00",1214.43,70.97,TRADE
TAS1,"19/09/2016 22:00:00",1191.35,79.6,TRADE
TAS1,"19/09/2016 22:30:00",1148.82,66.85,TRADE
TAS1,"19/09/2016 23:00:00",1077.2,43.82,TRADE
TAS1,"19/09/2016 23:30:00",1057.26,35.74,TRADE
TAS1,"20/09/2016 00:00:00",1031.36,31.34,TRADE
TAS1,"20/09/2016 00:30:00",1008.34,21.84,TRADE
TAS1,"20/09/2016 01:00:00",993.46,19.46,TRADE
TAS1,"20/09/2016 01:30:00",987.96,29.86,TRADE
TAS1,"20/09/2016 02:00:00",987.68,25.7,TRADE
TAS1,"20/09/2016 02:30:00",975.42,23.3,TRADE
TAS1,"20/09/2016 03:00:00",976.38,20.55,TRADE
TAS1,"20/09/2016 03:30:00",982.41,15.6,TRADE
TAS1,"20/09/2016 04:00:00",983.98,15.75,TRADE
TAS1,"20/09/2016 04:30:00",1014.41,21.78,TRADE
TAS1,"20/09/2016 05:00:00",1026.15,24.14,TRADE
TAS1,"20/09/2016 05:30:00",1075.96,26.83,TRADE
TAS1,"20/09/2016 06:00:00",1112.66,30.92,TRADE
TAS1,"20/09/2016 06:30:00",1185.27,68.01,TRADE
TAS1,"20/09/2016 07:00:00",1290.34,48.58,TRADE
TAS1,"20/09/2016 07:30:00",1372.64,44.1,TRADE
TAS1,"20/09/2016 08:00:00",1394.76,40.73,TRADE
TAS1,"20/09/2016 08:30:00",1382.59,45.66,TRADE
TAS1,"20/09/2016 09:00:00",1338.76,40.69,TRADE
TAS1,"20/09/2016 09:30:00",1285.3,48.65,TRADE
TAS1,"20/09/2016 10:00:00",1264.82,48.19,TRADE
TAS1,"20/09/2016 10:30:00",1192.81,43.29,TRADE
TAS1,"20/09/2016 11:00:00",1163.9,39.7,TRADE
TAS1,"20/09/2016 11:30:00",1162.78,29.4,TRADE
TAS1,"20/09/2016 12:00:00",1157.14,29.81,TRADE
TAS1,"20/09/2016 12:30:00",1138.95,29.54,TRADE
TAS1,"20/09/2016 13:00:00",1124.19,30.71,TRADE
TAS1,"20/09/2016 13:30:00",1127.44,42.28,TRADE
TAS1,"20/09/2016 14:00:00",1106.55,38.21,TRADE
TAS1,"20/09/2016 14:30:00",1110.26,36.87,TRADE
TAS1,"20/09/2016 15:00:00",1124.51,25.19,TRADE
TAS1,"20/09/2016 15:30:00",1141.4,44.33,TRADE
TAS1,"20/09/2016 16:00:00",1156.48,41.05,TRADE
TAS1,"20/09/2016 16:30:00",1164.37,45.28,TRADE
TAS1,"20/09/2016 17:00:00",1186.92,48.22,TRADE
TAS1,"20/09/2016 17:30:00",1249.41,49.25,TRADE
TAS1,"20/09/2016 18:00:00",1305.86,55.94,TRADE
TAS1,"20/09/2016 18:30:00",1337.85,63.23,TRADE
TAS1,"20/09/2016 19:00:00",1377.84,75.32,TRADE
TAS1,"20/09/2016 19:30:00",1343.64,54.43,TRADE
TAS1,"20/09/2016 20:00:00",1336.02,52.36,TRADE
TAS1,"20/09/2016 20:30:00",1323.19,49.91,TRADE
TAS1,"20/09/2016 21:00:00",1281.06,60.13,TRADE
TAS1,"20/09/2016 21:30:00",1258.82,51.29,TRADE
TAS1,"20/09/2016 22:00:00",1214.39,34.82,TRADE
TAS1,"20/09/2016 22:30:00",1169.57,53.06,TRADE
TAS1,"20/09/2016 23:00:00",1118.11,36.18,TRADE
TAS1,"20/09/2016 23:30:00",1081.79,19.1,TRADE
TAS1,"21/09/2016 00:00:00",1048.88,25.97,TRADE
TAS1,"21/09/2016 00:30:00",998.59,31.5,TRADE
TAS1,"21/09/2016 01:00:00",1004.13,28.2,TRADE
TAS1,"21/09/2016 01:30:00",987.21,33.84,TRADE
TAS1,"21/09/2016 02:00:00",990.23,33.07,TRADE
TAS1,"21/09/2016 02:30:00",992.83,29.57,TRADE
TAS1,"21/09/2016 03:00:00",990.36,26.87,TRADE
TAS1,"21/09/2016 03:30:00",998.22,26.63,TRADE
TAS1,"21/09/2016 04:00:00",1003.69,28.61,TRADE
TAS1,"21/09/2016 04:30:00",993.17,26.57,TRADE
TAS1,"21/09/2016 05:00:00",1005.07,29.1,TRADE
TAS1,"21/09/2016 05:30:00",1039.18,49.27,TRADE
TAS1,"21/09/2016 06:00:00",1088.13,30.44,TRADE
TAS1,"21/09/2016 06:30:00",1155.01,67.11,TRADE
TAS1,"21/09/2016 07:00:00",1229.97,54.44,TRADE
TAS1,"21/09/2016 07:30:00",1297.36,54.65,TRADE
TAS1,"21/09/2016 08:00:00",1300.34,71.68,TRADE
TAS1,"21/09/2016 08:30:00",1281.04,79.16,TRADE
TAS1,"21/09/2016 09:00:00",1224.04,65.54,TRADE
TAS1,"21/09/2016 09:30:00",1185.93,42.49,TRADE
TAS1,"21/09/2016 10:00:00",1153.49,45.51,TRADE
TAS1,"21/09/2016 10:30:00",1109.5,39.02,TRADE
TAS1,"21/09/2016 11:00:00",1103.91,60.69,TRADE
TAS1,"21/09/2016 11:30:00",1071.86,51.96,TRADE
TAS1,"21/09/2016 12:00:00",1067.38,44.21,TRADE
TAS1,"21/09/2016 12:30:00",1010.05,40.03,TRADE
TAS1,"21/09/2016 13:00:00",1008.69,44.21,TRADE
TAS1,"21/09/2016 13:30:00",1098.51,38.43,TRADE
TAS1,"21/09/2016 14:00:00",1131.36,45.88,TRADE
TAS1,"21/09/2016 14:30:00",1150.98,56.62,TRADE
TAS1,"21/09/2016 15:00:00",1138.24,42.35,TRADE
TAS1,"21/09/2016 15:30:00",1129.03,34.22,TRADE
TAS1,"21/09/2016 16:00:00",1144.66,43.02,TRADE
TAS1,"21/09/2016 16:30:00",1155.13,36.05,TRADE
TAS1,"21/09/2016 17:00:00",1146.26,55.89,TRADE
TAS1,"21/09/2016 17:30:00",1247.03,40.52,TRADE
TAS1,"21/09/2016 18:00:00",1302.14,52.52,TRADE
TAS1,"21/09/2016 18:30:00",1352.61,74.68,TRADE
TAS1,"21/09/2016 19:00:00",1375.6,101.14,TRADE
TAS1,"21/09/2016 19:30:00",1368.26,71.82,TRADE
TAS1,"21/09/2016 20:00:00",1344.32,78.45,TRADE
TAS1,"21/09/2016 20:30:00",1296.21,76.12,TRADE
TAS1,"21/09/2016 21:00:00",1248.66,61.06,TRADE
TAS1,"21/09/2016 21:30:00",1240.94,60.18,TRADE
TAS1,"21/09/2016 22:00:00",1203.41,47.3,TRADE
TAS1,"21/09/2016 22:30:00",1171.86,61.54,TRADE
TAS1,"21/09/2016 23:00:00",1118.98,33.27,TRADE
TAS1,"21/09/2016 23:30:00",1070.78,16.6,TRADE
TAS1,"22/09/2016 00:00:00",1042.34,16.95,TRADE
TAS1,"22/09/2016 00:30:00",1049.77,69.18,TRADE
TAS1,"22/09/2016 01:00:00",1025.81,50.93,TRADE
TAS1,"22/09/2016 01:30:00",1011.73,28.41,TRADE
TAS1,"22/09/2016 02:00:00",990.6,43.18,TRADE
TAS1,"22/09/2016 02:30:00",1009,60.25,TRADE
TAS1,"22/09/2016 03:00:00",1002.07,52.8,TRADE
TAS1,"22/09/2016 03:30:00",1004.94,57.66,TRADE
TAS1,"22/09/2016 04:00:00",993.03,53.37,TRADE
TAS1,"22/09/2016 04:30:00",998.97,54.61,TRADE
TAS1,"22/09/2016 05:00:00",1005.69,49.15,TRADE
TAS1,"22/09/2016 05:30:00",1025.96,59.12,TRADE
TAS1,"22/09/2016 06:00:00",1060.43,43.4,TRADE
TAS1,"22/09/2016 06:30:00",1127.26,91.43,TRADE
TAS1,"22/09/2016 07:00:00",1215.77,74.31,TRADE
TAS1,"22/09/2016 07:30:00",1265.88,50.72,TRADE
TAS1,"22/09/2016 08:00:00",1279.87,78.95,TRADE
TAS1,"22/09/2016 08:30:00",1272.7,77.96,TRADE
TAS1,"22/09/2016 09:00:00",1248.32,73.8,TRADE
TAS1,"22/09/2016 09:30:00",1207.02,48.45,TRADE
TAS1,"22/09/2016 10:00:00",1158.27,42.57,TRADE
TAS1,"22/09/2016 10:30:00",1120.64,27.33,TRADE
TAS1,"22/09/2016 11:00:00",1078.87,18.22,TRADE
TAS1,"22/09/2016 11:30:00",1062.13,27.99,TRADE
TAS1,"22/09/2016 12:00:00",1071.51,123.82,TRADE
TAS1,"22/09/2016 12:30:00",1073.93,59.56,TRADE
TAS1,"22/09/2016 13:00:00",1028.39,49.67,TRADE
TAS1,"22/09/2016 13:30:00",1083.24,44.52,TRADE
TAS1,"22/09/2016 14:00:00",1047.79,37.48,TRADE
TAS1,"22/09/2016 14:30:00",1080.17,45.66,TRADE
TAS1,"22/09/2016 15:00:00",1070.69,44.4,TRADE
TAS1,"22/09/2016 15:30:00",1068.17,50.15,TRADE
TAS1,"22/09/2016 16:00:00",1070.14,56.75,TRADE
TAS1,"22/09/2016 16:30:00",1093.74,52.13,TRADE
TAS1,"22/09/2016 17:00:00",1111.36,54.47,TRADE
TAS1,"22/09/2016 17:30:00",1143.01,63.71,TRADE
TAS1,"22/09/2016 18:00:00",1201.72,76.01,TRADE
TAS1,"22/09/2016 18:30:00",1226.78,86.66,TRADE
TAS1,"22/09/2016 19:00:00",1246.92,109.1,TRADE
TAS1,"22/09/2016 19:30:00",1256.03,86.75,TRADE
TAS1,"22/09/2016 20:00:00",1251.39,82.9,TRADE
TAS1,"22/09/2016 20:30:00",1236.76,83.42,TRADE
TAS1,"22/09/2016 21:00:00",1219.27,80.48,TRADE
TAS1,"22/09/2016 21:30:00",1153.75,88.53,TRADE
TAS1,"22/09/2016 22:00:00",1120.58,36.69,TRADE
TAS1,"22/09/2016 22:30:00",1088.49,30.35,TRADE
TAS1,"22/09/2016 23:00:00",1049.36,20.28,TRADE
TAS1,"22/09/2016 23:30:00",1005.38,15.24,TRADE
TAS1,"23/09/2016 00:00:00",1000.2,57.23,TRADE
TAS1,"23/09/2016 00:30:00",970.19,58.98,TRADE
TAS1,"23/09/2016 01:00:00",976.51,44.92,TRADE
TAS1,"23/09/2016 01:30:00",967.04,23.13,TRADE
TAS1,"23/09/2016 02:00:00",944.72,48.69,TRADE
TAS1,"23/09/2016 02:30:00",952.17,61.39,TRADE
TAS1,"23/09/2016 03:00:00",954.95,64.87,TRADE
TAS1,"23/09/2016 03:30:00",967.46,73.24,TRADE
TAS1,"23/09/2016 04:00:00",971.86,74.01,TRADE
TAS1,"23/09/2016 04:30:00",983.56,80.44,TRADE
TAS1,"23/09/2016 05:00:00",997.23,93.27,TRADE
TAS1,"23/09/2016 05:30:00",1029.67,57.2,TRADE
TAS1,"23/09/2016 06:00:00",1063.12,51.69,TRADE
TAS1,"23/09/2016 06:30:00",1119.8,23.06,TRADE
TAS1,"23/09/2016 07:00:00",1191.96,24.2,TRADE
TAS1,"23/09/2016 07:30:00",1264.94,39.46,TRADE
TAS1,"23/09/2016 08:00:00",1291.9,15.21,TRADE
TAS1,"23/09/2016 08:30:00",1259.3,15.24,TRADE
TAS1,"23/09/2016 09:00:00",1199.19,15.21,TRADE
TAS1,"23/09/2016 09:30:00",1155.74,19.38,TRADE
TAS1,"23/09/2016 10:00:00",1123.55,20.06,TRADE
TAS1,"23/09/2016 10:30:00",1098.43,18.09,TRADE
TAS1,"23/09/2016 11:00:00",1075.11,15.26,TRADE
TAS1,"23/09/2016 11:30:00",1046.96,15.23,TRADE
TAS1,"23/09/2016 12:00:00",1017.33,41.23,TRADE
TAS1,"23/09/2016 12:30:00",1005.38,36.98,TRADE
TAS1,"23/09/2016 13:00:00",1016.38,58.92,TRADE
TAS1,"23/09/2016 13:30:00",1014.98,33.47,TRADE
TAS1,"23/09/2016 14:00:00",1000.24,36.04,TRADE
TAS1,"23/09/2016 14:30:00",1017.52,33.79,TRADE
TAS1,"23/09/2016 15:00:00",1021.07,42.16,TRADE
TAS1,"23/09/2016 15:30:00",1022.03,46.25,TRADE
TAS1,"23/09/2016 16:00:00",1045.74,57.18,TRADE
TAS1,"23/09/2016 16:30:00",1069.3,45.3,TRADE
TAS1,"23/09/2016 17:00:00",1085.53,58.11,TRADE
TAS1,"23/09/2016 17:30:00",1113.95,55.23,TRADE
TAS1,"23/09/2016 18:00:00",1164,47.41,TRADE
TAS1,"23/09/2016 18:30:00",1211.67,66.9,TRADE
TAS1,"23/09/2016 19:00:00",1233.17,79.16,TRADE
TAS1,"23/09/2016 19:30:00",1223.83,59.52,TRADE
TAS1,"23/09/2016 20:00:00",1212.41,57.15,TRADE
TAS1,"23/09/2016 20:30:00",1177.3,45.88,TRADE
TAS1,"23/09/2016 21:00:00",1136.78,41.7,TRADE
TAS1,"23/09/2016 21:30:00",1125.06,35.75,TRADE
TAS1,"23/09/2016 22:00:00",1099.34,24.75,TRADE
TAS1,"23/09/2016 22:30:00",1073.5,25.47,TRADE
TAS1,"23/09/2016 23:00:00",1037.2,16.79,TRADE
TAS1,"23/09/2016 23:30:00",983.8,15.38,TRADE
TAS1,"24/09/2016 00:00:00",960.6,15.35,TRADE
TAS1,"24/09/2016 00:30:00",948.68,30.82,TRADE
TAS1,"24/09/2016 01:00:00",934.64,41.69,TRADE
TAS1,"24/09/2016 01:30:00",904.92,49.23,TRADE
TAS1,"24/09/2016 02:00:00",918.44,38.14,TRADE
TAS1,"24/09/2016 02:30:00",916.55,81.94,TRADE
TAS1,"24/09/2016 03:00:00",918.57,81.94,TRADE
TAS1,"24/09/2016 03:30:00",914.38,81.94,TRADE
TAS1,"24/09/2016 04:00:00",898.26,81.93,TRADE
TAS1,"24/09/2016 04:30:00",909.74,97.63,TRADE
TAS1,"24/09/2016 05:00:00",929.55,81.94,TRADE
TAS1,"24/09/2016 05:30:00",953.17,81.94,TRADE
TAS1,"24/09/2016 06:00:00",968.87,81.94,TRADE
TAS1,"24/09/2016 06:30:00",991.54,65.49,TRADE
TAS1,"24/09/2016 07:00:00",1028.68,81.92,TRADE
TAS1,"24/09/2016 07:30:00",1058.94,81.93,TRADE
TAS1,"24/09/2016 08:00:00",1108.04,73.36,TRADE
TAS1,"24/09/2016 08:30:00",1135.87,81.92,TRADE
TAS1,"24/09/2016 09:00:00",1140.93,81.93,TRADE
TAS1,"24/09/2016 09:30:00",1159.7,81.94,TRADE
TAS1,"24/09/2016 10:00:00",1148.91,81.94,TRADE
TAS1,"24/09/2016 10:30:00",1131.85,81.92,TRADE
TAS1,"24/09/2016 11:00:00",1112.83,79.69,TRADE
TAS1,"24/09/2016 11:30:00",1098.98,58.08,TRADE
TAS1,"24/09/2016 12:00:00",1090.87,55.17,TRADE
TAS1,"24/09/2016 12:30:00",1075.98,59.25,TRADE
TAS1,"24/09/2016 13:00:00",1069.87,97.78,TRADE
TAS1,"24/09/2016 13:30:00",1068.5,81.94,TRADE
TAS1,"24/09/2016 14:00:00",1068.67,81.94,TRADE
TAS1,"24/09/2016 14:30:00",1050.14,81.94,TRADE
TAS1,"24/09/2016 15:00:00",1080.62,96.22,TRADE
TAS1,"24/09/2016 15:30:00",1084.54,73.6,TRADE
TAS1,"24/09/2016 16:00:00",1096.49,49.95,TRADE
TAS1,"24/09/2016 16:30:00",1108.66,45.62,TRADE
TAS1,"24/09/2016 17:00:00",1144.15,71.39,TRADE
TAS1,"24/09/2016 17:30:00",1187.79,77.49,TRADE
TAS1,"24/09/2016 18:00:00",1217.57,62.3,TRADE
TAS1,"24/09/2016 18:30:00",1204.48,19.26,TRADE
TAS1,"24/09/2016 19:00:00",1220.29,42.99,TRADE
TAS1,"24/09/2016 19:30:00",1192.11,18.26,TRADE
TAS1,"24/09/2016 20:00:00",1145.61,17.23,TRADE
TAS1,"24/09/2016 20:30:00",1124.34,41.55,TRADE
TAS1,"24/09/2016 21:00:00",1100.12,45.59,TRADE
TAS1,"24/09/2016 21:30:00",1076.86,24.3,TRADE
TAS1,"24/09/2016 22:00:00",1041.06,17.78,TRADE
TAS1,"24/09/2016 22:30:00",1034.49,18.23,TRADE
TAS1,"24/09/2016 23:00:00",998.42,17.6,TRADE
TAS1,"24/09/2016 23:30:00",949.3,74.41,TRADE
TAS1,"25/09/2016 00:00:00",947.82,54.32,TRADE
TAS1,"25/09/2016 00:30:00",930.57,33.72,TRADE
TAS1,"25/09/2016 01:00:00",905.26,36.44,TRADE
TAS1,"25/09/2016 01:30:00",900.46,31.69,TRADE
TAS1,"25/09/2016 02:00:00",891.4,32.61,TRADE
TAS1,"25/09/2016 02:30:00",892.51,31.53,TRADE
TAS1,"25/09/2016 03:00:00",884.45,29.3,TRADE
TAS1,"25/09/2016 03:30:00",885.05,29.5,TRADE
TAS1,"25/09/2016 04:00:00",891.59,81.92,TRADE
TAS1,"25/09/2016 04:30:00",898.65,96.27,TRADE
TAS1,"25/09/2016 05:00:00",921.05,76.92,TRADE
TAS1,"25/09/2016 05:30:00",944.82,82.57,TRADE
TAS1,"25/09/2016 06:00:00",921.88,81.93,TRADE
TAS1,"25/09/2016 06:30:00",940.33,72.96,TRADE
TAS1,"25/09/2016 07:00:00",953.4,61.2,TRADE
TAS1,"25/09/2016 07:30:00",984.15,55.13,TRADE
TAS1,"25/09/2016 08:00:00",1017.12,43.24,TRADE
TAS1,"25/09/2016 08:30:00",1047.45,45.47,TRADE
TAS1,"25/09/2016 09:00:00",1066.12,41.69,TRADE
TAS1,"25/09/2016 09:30:00",1091.39,56.36,TRADE
TAS1,"25/09/2016 10:00:00",1105.9,58.01,TRADE
TAS1,"25/09/2016 10:30:00",1080.49,41.63,TRADE
TAS1,"25/09/2016 11:00:00",1071.64,44.74,TRADE
TAS1,"25/09/2016 11:30:00",1049.6,28.26,TRADE
TAS1,"25/09/2016 12:00:00",1039.03,28.72,TRADE
TAS1,"25/09/2016 12:30:00",1035.49,30.53,TRADE
TAS1,"25/09/2016 13:00:00",1027.33,30.69,TRADE
TAS1,"25/09/2016 13:30:00",1022.44,30.29,TRADE
TAS1,"25/09/2016 14:00:00",1005.41,30.24,TRADE
TAS1,"25/09/2016 14:30:00",998.97,30.17,TRADE
TAS1,"25/09/2016 15:00:00",1008.87,30.24,TRADE
TAS1,"25/09/2016 15:30:00",993.88,31.94,TRADE
TAS1,"25/09/2016 16:00:00",1020.62,18.14,TRADE
TAS1,"25/09/2016 16:30:00",1041.65,25.45,TRADE
TAS1,"25/09/2016 17:00:00",1076.04,41.09,TRADE
TAS1,"25/09/2016 17:30:00",1127.24,37.8,TRADE
TAS1,"25/09/2016 18:00:00",1181.2,44.31,TRADE
TAS1,"25/09/2016 18:30:00",1254.34,68.05,TRADE
TAS1,"25/09/2016 19:00:00",1309.99,80.65,TRADE
TAS1,"25/09/2016 19:30:00",1291.02,73.13,TRADE
TAS1,"25/09/2016 20:00:00",1247.55,52.21,TRADE
TAS1,"25/09/2016 20:30:00",1236.21,31.2,TRADE
TAS1,"25/09/2016 21:00:00",1212.14,47.67,TRADE
TAS1,"25/09/2016 21:30:00",1197.16,50.43,TRADE
TAS1,"25/09/2016 22:00:00",1166.3,34.27,TRADE
TAS1,"25/09/2016 22:30:00",1133.84,40.85,TRADE
TAS1,"25/09/2016 23:00:00",1098.45,30.58,TRADE
TAS1,"25/09/2016 23:30:00",1083.69,15.89,TRADE
TAS1,"26/09/2016 00:00:00",1068.21,18.49,TRADE
TAS1,"26/09/2016 00:30:00",1040.37,17.5,TRADE
TAS1,"26/09/2016 01:00:00",987.53,74.37,TRADE
TAS1,"26/09/2016 01:30:00",961.52,81.92,TRADE
TAS1,"26/09/2016 02:00:00",968.9,81.92,TRADE
TAS1,"26/09/2016 02:30:00",988.62,81.94,TRADE
TAS1,"26/09/2016 03:00:00",988.45,81.93,TRADE
TAS1,"26/09/2016 03:30:00",989.21,81.93,TRADE
TAS1,"26/09/2016 04:00:00",1003.46,81.94,TRADE
TAS1,"26/09/2016 04:30:00",1024.3,71.11,TRADE
TAS1,"26/09/2016 05:00:00",1040.2,80.44,TRADE
TAS1,"26/09/2016 05:30:00",1072.58,81.93,TRADE
TAS1,"26/09/2016 06:00:00",1111.23,81.94,TRADE
TAS1,"26/09/2016 06:30:00",1204.76,33.09,TRADE
TAS1,"26/09/2016 07:00:00",1270.38,48.14,TRADE
TAS1,"26/09/2016 07:30:00",1315.06,38.49,TRADE
TAS1,"26/09/2016 08:00:00",1332.94,62.31,TRADE
TAS1,"26/09/2016 08:30:00",1318.44,63.84,TRADE
TAS1,"26/09/2016 09:00:00",1317.48,64.84,TRADE
TAS1,"26/09/2016 09:30:00",1284.99,44.29,TRADE
TAS1,"26/09/2016 10:00:00",1239.9,27.8,TRADE
TAS1,"26/09/2016 10:30:00",1205.23,38.98,TRADE
TAS1,"26/09/2016 11:00:00",1188.53,36.33,TRADE
TAS1,"26/09/2016 11:30:00",1168.66,32.26,TRADE
TAS1,"26/09/2016 12:00:00",1145.7,46.44,TRADE
TAS1,"26/09/2016 12:30:00",1144.65,37.46,TRADE
TAS1,"26/09/2016 13:00:00",1154.47,38.23,TRADE
TAS1,"26/09/2016 13:30:00",1145.7,48.15,TRADE
TAS1,"26/09/2016 14:00:00",1088.01,33.71,TRADE
TAS1,"26/09/2016 14:30:00",1031.83,21.82,TRADE
TAS1,"26/09/2016 15:00:00",1113.47,21.74,TRADE
TAS1,"26/09/2016 15:30:00",1141.64,26.41,TRADE
TAS1,"26/09/2016 16:00:00",1160.66,36.69,TRADE
TAS1,"26/09/2016 16:30:00",1178.25,46.52,TRADE
TAS1,"26/09/2016 17:00:00",1208.67,72.65,TRADE
TAS1,"26/09/2016 17:30:00",1228.28,49.55,TRADE
TAS1,"26/09/2016 18:00:00",1270.2,38.72,TRADE
TAS1,"26/09/2016 18:30:00",1309.1,53.16,TRADE
TAS1,"26/09/2016 19:00:00",1351.12,57.16,TRADE
TAS1,"26/09/2016 19:30:00",1328.12,37.48,TRADE
TAS1,"26/09/2016 20:00:00",1310.56,37.79,TRADE
TAS1,"26/09/2016 20:30:00",1290.72,54.24,TRADE
TAS1,"26/09/2016 21:00:00",1274.83,63.45,TRADE
TAS1,"26/09/2016 21:30:00",1269.02,59.51,TRADE
TAS1,"26/09/2016 22:00:00",1239.34,30.68,TRADE
TAS1,"26/09/2016 22:30:00",1192.46,20.55,TRADE
TAS1,"26/09/2016 23:00:00",1160.35,29.09,TRADE
TAS1,"26/09/2016 23:30:00",1127.03,59.38,TRADE
TAS1,"27/09/2016 00:00:00",1104.94,47.83,TRADE
TAS1,"27/09/2016 00:30:00",1086.06,43.15,TRADE
TAS1,"27/09/2016 01:00:00",1075.74,43.81,TRADE
TAS1,"27/09/2016 01:30:00",1043.19,26.68,TRADE
TAS1,"27/09/2016 02:00:00",973.51,17.76,TRADE
TAS1,"27/09/2016 02:30:00",971.4,18.34,TRADE
TAS1,"27/09/2016 03:00:00",967.69,22.01,TRADE
TAS1,"27/09/2016 03:30:00",974.41,36.5,TRADE
TAS1,"27/09/2016 04:00:00",966.48,56.32,TRADE
TAS1,"27/09/2016 04:30:00",977.13,49.53,TRADE
TAS1,"27/09/2016 05:00:00",993.16,43.07,TRADE
TAS1,"27/09/2016 05:30:00",1030.06,38.88,TRADE
TAS1,"27/09/2016 06:00:00",1078.31,33.21,TRADE
TAS1,"27/09/2016 06:30:00",1146.69,41.79,TRADE
TAS1,"27/09/2016 07:00:00",1230.33,65.91,TRADE
TAS1,"27/09/2016 07:30:00",1249.28,35.82,TRADE
TAS1,"27/09/2016 08:00:00",1268.7,59.35,TRADE
TAS1,"27/09/2016 08:30:00",1257.84,45.15,TRADE
TAS1,"27/09/2016 09:00:00",1217.3,37.05,TRADE
TAS1,"27/09/2016 09:30:00",1181.35,22.92,TRADE
TAS1,"27/09/2016 10:00:00",1170.32,21.21,TRADE
TAS1,"27/09/2016 10:30:00",1116.9,20.01,TRADE
TAS1,"27/09/2016 11:00:00",1104.8,15.67,TRADE
TAS1,"27/09/2016 11:30:00",1111.46,35.64,TRADE
TAS1,"27/09/2016 12:00:00",1096.56,39.42,TRADE
TAS1,"27/09/2016 12:30:00",1114.45,43.09,TRADE
TAS1,"27/09/2016 13:00:00",1105.33,35.24,TRADE
TAS1,"27/09/2016 13:30:00",1111.04,36.02,TRADE
